Level,Date and Time,Source,Event ID,Task Category
Information,11/13/2021 4:53:06 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,21,None,"Remote Desktop Services: Session logon succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,11/13/2021 4:53:03 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,42,None,"End session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/13/2021 4:53:03 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,41,None,"Begin session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/14/2021 1:52:03 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
Information,11/13/2021 3:27:24 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,22,None,"Remote Desktop Services: Shell start notification received:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,11/13/2021 3:27:19 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,21,None,"Remote Desktop Services: Session logon succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,11/13/2021 3:27:15 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,42,None,"End session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/13/2021 3:27:15 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,41,None,"Begin session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/13/2021 3:26:14 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
Information,11/13/2021 3:24:57 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,54,None,Local multi-user session manager received system shutdown message
Information,11/13/2021 3:24:57 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,23,None,"Remote Desktop Services: Session logoff succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/13/2021 1:33:33 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,22,None,"Remote Desktop Services: Shell start notification received:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,11/13/2021 1:33:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,21,None,"Remote Desktop Services: Session logon succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,11/13/2021 1:33:23 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,42,None,"End session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/13/2021 1:33:23 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,41,None,"Begin session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,11/13/2021 9:31:57 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
Information,10/13/2021 3:53:31 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,22,None,"Remote Desktop Services: Shell start notification received:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,10/13/2021 3:53:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,21,None,"Remote Desktop Services: Session logon succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,10/13/2021 3:53:24 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,42,None,"End session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/13/2021 3:53:23 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,41,None,"Begin session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/13/2021 3:52:35 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
Information,10/2/2021 5:16:15 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,22,None,"Remote Desktop Services: Shell start notification received:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,10/2/2021 5:16:10 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,21,None,"Remote Desktop Services: Session logon succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,10/2/2021 5:16:03 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,42,None,"End session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/2/2021 5:16:03 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,41,None,"Begin session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/2/2021 5:15:12 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
Information,10/2/2021 5:09:09 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,54,None,Local multi-user session manager received system shutdown message
Information,10/2/2021 5:09:08 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,23,None,"Remote Desktop Services: Session logoff succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/2/2021 4:46:39 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,22,None,"Remote Desktop Services: Shell start notification received:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,10/2/2021 4:46:33 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,21,None,"Remote Desktop Services: Session logon succeeded:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information,10/2/2021 4:46:16 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,42,None,"End session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/2/2021 4:46:16 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,41,None,"Begin session arbitration:

User: WIN-V43N4HLGRLN\Administrator
Session ID: 1"
Information,10/2/2021 4:45:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:45:16 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:28 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:27 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:27 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:27 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:43:18 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
Information,10/2/2021 4:41:56 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,54,None,Local multi-user session manager received system shutdown message
Information,10/2/2021 4:41:56 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:41:56 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:41:56 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 4:41:25 AM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:53 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:52 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:46 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:46 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:46 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:46 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:46 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,34,None,Remote Desktop Services is not accepting logons because setup is running.
Information,10/2/2021 1:38:27 PM,Microsoft-Windows-TerminalServices-LocalSessionManager,32,None,Plugin RDSAppXPlugin has been successfully initialized
